,name,yearmin,part_num,decade,5year
617,"Hinges, Arms and Turntables",1974,4,1970,1970
618,"Hinges, Arms and Turntables",1976,3,1970,1975
619,"Hinges, Arms and Turntables",1977,4,1970,1975
620,"Hinges, Arms and Turntables",1978,4,1970,1975
621,"Hinges, Arms and Turntables",1979,2,1970,1975
622,"Hinges, Arms and Turntables",1980,1,1980,1980
623,"Hinges, Arms and Turntables",1981,8,1980,1980
624,"Hinges, Arms and Turntables",1982,2,1980,1980
625,"Hinges, Arms and Turntables",1983,3,1980,1980
626,"Hinges, Arms and Turntables",1984,3,1980,1980
627,"Hinges, Arms and Turntables",1985,2,1980,1985
628,"Hinges, Arms and Turntables",1986,2,1980,1985
629,"Hinges, Arms and Turntables",1987,4,1980,1985
630,"Hinges, Arms and Turntables",1988,3,1980,1985
631,"Hinges, Arms and Turntables",1989,3,1980,1985
632,"Hinges, Arms and Turntables",1990,3,1990,1990
633,"Hinges, Arms and Turntables",1991,3,1990,1990
634,"Hinges, Arms and Turntables",1992,2,1990,1990
635,"Hinges, Arms and Turntables",1993,1,1990,1990
636,"Hinges, Arms and Turntables",1994,1,1990,1990
637,"Hinges, Arms and Turntables",1995,7,1990,1995
638,"Hinges, Arms and Turntables",1996,4,1990,1995
639,"Hinges, Arms and Turntables",1997,2,1990,1995
640,"Hinges, Arms and Turntables",1998,5,1990,1995
641,"Hinges, Arms and Turntables",1999,13,1990,1995
642,"Hinges, Arms and Turntables",2000,4,2000,2000
643,"Hinges, Arms and Turntables",2001,6,2000,2000
644,"Hinges, Arms and Turntables",2002,11,2000,2000
645,"Hinges, Arms and Turntables",2003,9,2000,2000
646,"Hinges, Arms and Turntables",2004,2,2000,2000
647,"Hinges, Arms and Turntables",2005,1,2000,2005
648,"Hinges, Arms and Turntables",2006,1,2000,2005
649,"Hinges, Arms and Turntables",2007,2,2000,2005
650,"Hinges, Arms and Turntables",2008,3,2000,2005
651,"Hinges, Arms and Turntables",2010,4,2010,2010
652,"Hinges, Arms and Turntables",2011,20,2010,2010
653,"Hinges, Arms and Turntables",2012,22,2010,2010
654,"Hinges, Arms and Turntables",2015,2,2010,2015
655,"Hinges, Arms and Turntables",2017,1,2010,2015
656,"Hinges, Arms and Turntables",2018,2,2010,2015
657,"Hinges, Arms and Turntables",2019,5,2010,2015
658,"Hinges, Arms and Turntables",2020,17,2020,2020
659,"Hinges, Arms and Turntables",2021,5,2020,2020
660,"Hinges, Arms and Turntables",2022,1,2020,2020
661,"Hinges, Arms and Turntables",2023,1,2020,2020
662,Large Buildable Figures,1999,55,1990,1995
663,Large Buildable Figures,2000,15,2000,2000
664,Large Buildable Figures,2001,42,2000,2000
665,Large Buildable Figures,2002,138,2000,2000
666,Large Buildable Figures,2003,172,2000,2000
667,Large Buildable Figures,2004,118,2000,2000
668,Large Buildable Figures,2005,78,2000,2005
669,Large Buildable Figures,2006,96,2000,2005
670,Large Buildable Figures,2007,57,2000,2005
671,Large Buildable Figures,2008,64,2000,2005
672,Large Buildable Figures,2009,51,2000,2005
673,Large Buildable Figures,2010,67,2010,2010
674,Large Buildable Figures,2011,88,2010,2010
675,Large Buildable Figures,2012,56,2010,2010
676,Large Buildable Figures,2013,44,2010,2010
677,Large Buildable Figures,2014,46,2010,2010
678,Large Buildable Figures,2015,64,2010,2015
679,Large Buildable Figures,2016,79,2010,2015
680,Large Buildable Figures,2017,39,2010,2015
681,Large Buildable Figures,2018,23,2010,2015
682,Large Buildable Figures,2019,7,2010,2015
683,Large Buildable Figures,2020,12,2020,2020
684,Large Buildable Figures,2021,13,2020,2020
685,Large Buildable Figures,2022,7,2020,2020
686,Large Buildable Figures,2023,5,2020,2020
687,Magnets and Holders,1968,5,1960,1965
688,Magnets and Holders,1969,2,1960,1965
689,Magnets and Holders,1970,1,1970,1970
690,Magnets and Holders,1972,3,1970,1970
691,Magnets and Holders,1975,1,1970,1975
692,Magnets and Holders,1977,1,1970,1975
693,Magnets and Holders,1980,2,1980,1980
694,Magnets and Holders,1990,2,1990,1990
695,Magnets and Holders,1991,1,1990,1990
696,Magnets and Holders,1995,1,1990,1995
697,Magnets and Holders,1996,1,1990,1995
698,Magnets and Holders,1998,1,1990,1995
699,Magnets and Holders,2005,1,2000,2005
700,Magnets and Holders,2006,2,2000,2005
701,Magnets and Holders,2009,2,2000,2005
702,Magnets and Holders,2010,1,2010,2010
703,Magnets and Holders,2016,1,2010,2015
704,Magnets and Holders,2019,1,2010,2015
705,Magnets and Holders,2020,2,2020,2020
706,Mechanical,1978,2,1970,1975
707,Mechanical,1981,1,1980,1980
708,Mechanical,1990,1,1990,1990
709,Mechanical,2000,1,2000,2000
710,Mechanical,2002,6,2000,2000
711,Mechanical,2003,8,2000,2000
712,Mechanical,2006,2,2000,2005
713,Mechanical,2008,1,2000,2005
714,Mechanical,2012,1,2010,2010
715,Mechanical,2013,1,2010,2010
716,Mechanical,2021,2,2020,2020
717,Minidoll Heads,2022,6,2020,2020
718,Minidoll Heads,2023,8,2020,2020
719,Minidoll Lower Body,2014,2,2010,2010
720,Minidoll Lower Body,2017,2,2010,2015
721,Minidoll Lower Body,2022,23,2020,2020
722,Minidoll Lower Body,2023,2,2020,2020
723,Minidoll Upper Body,2014,2,2010,2010
724,Minidoll Upper Body,2020,2,2020,2020
725,Minidoll Upper Body,2022,6,2020,2020
726,Minidoll Upper Body,2023,1,2020,2020
727,Minifig Accessories,1974,1,1970,1970
728,Minifig Accessories,1976,1,1970,1975
729,Minifig Accessories,1977,1,1970,1975
730,Minifig Accessories,1978,10,1970,1975
731,Minifig Accessories,1979,9,1970,1975
732,Minifig Accessories,1982,8,1980,1980
733,Minifig Accessories,1983,5,1980,1980
734,Minifig Accessories,1984,16,1980,1980
735,Minifig Accessories,1985,3,1980,1985
736,Minifig Accessories,1986,4,1980,1985
737,Minifig Accessories,1988,3,1980,1985
738,Minifig Accessories,1989,12,1980,1985
739,Minifig Accessories,1990,4,1990,1990
740,Minifig Accessories,1991,3,1990,1990
741,Minifig Accessories,1992,9,1990,1990
742,Minifig Accessories,1993,9,1990,1990
743,Minifig Accessories,1994,5,1990,1990
744,Minifig Accessories,1995,17,1990,1995
745,Minifig Accessories,1996,5,1990,1995
746,Minifig Accessories,1997,23,1990,1995
747,Minifig Accessories,1998,26,1990,1995
748,Minifig Accessories,1999,5,1990,1995
749,Minifig Accessories,2000,9,2000,2000
750,Minifig Accessories,2001,9,2000,2000
751,Minifig Accessories,2002,17,2000,2000
752,Minifig Accessories,2003,14,2000,2000
753,Minifig Accessories,2004,24,2000,2000
754,Minifig Accessories,2005,32,2000,2005
755,Minifig Accessories,2006,29,2000,2005
756,Minifig Accessories,2007,13,2000,2005
757,Minifig Accessories,2008,21,2000,2005
758,Minifig Accessories,2009,9,2000,2005
759,Minifig Accessories,2010,21,2010,2010
760,Minifig Accessories,2011,40,2010,2010
761,Minifig Accessories,2012,114,2010,2010
762,Minifig Accessories,2013,59,2010,2010
763,Minifig Accessories,2014,38,2010,2010
764,Minifig Accessories,2015,52,2010,2015
765,Minifig Accessories,2016,56,2010,2015
766,Minifig Accessories,2017,54,2010,2015
767,Minifig Accessories,2018,58,2010,2015
768,Minifig Accessories,2019,64,2010,2015
769,Minifig Accessories,2020,55,2020,2020
770,Minifig Accessories,2021,52,2020,2020
771,Minifig Accessories,2022,45,2020,2020
772,Minifig Accessories,2023,50,2020,2020
773,Minifig Heads,1974,4,1970,1970
774,Minifig Heads,1975,1,1970,1975
775,Minifig Heads,1978,2,1970,1975
776,Minifig Heads,1984,1,1980,1980
777,Minifig Heads,1989,1,1980,1985
778,Minifig Heads,1990,1,1990,1990
779,Minifig Heads,1995,1,1990,1995
780,Minifig Heads,1996,5,1990,1995
781,Minifig Heads,1997,2,1990,1995
782,Minifig Heads,1999,1,1990,1995
783,Minifig Heads,2000,2,2000,2000
784,Minifig Heads,2002,18,2000,2000
785,Minifig Heads,2003,10,2000,2000
786,Minifig Heads,2004,1,2000,2000
787,Minifig Heads,2005,1,2000,2005
788,Minifig Heads,2006,1,2000,2005
789,Minifig Heads,2007,4,2000,2005
790,Minifig Heads,2008,5,2000,2005
791,Minifig Heads,2009,13,2000,2005
792,Minifig Heads,2010,5,2010,2010
793,Minifig Heads,2011,3,2010,2010
794,Minifig Heads,2012,5,2010,2010
795,Minifig Heads,2013,7,2010,2010
796,Minifig Heads,2014,12,2010,2010
797,Minifig Heads,2015,11,2010,2015
798,Minifig Heads,2016,16,2010,2015
799,Minifig Heads,2017,10,2010,2015
800,Minifig Heads,2018,18,2010,2015
801,Minifig Heads,2019,21,2010,2015
802,Minifig Heads,2020,19,2020,2020
803,Minifig Heads,2021,25,2020,2020
804,Minifig Heads,2022,85,2020,2020
805,Minifig Heads,2023,23,2020,2020
806,Minifig Headwear,1974,4,1970,1970
807,Minifig Headwear,1975,1,1970,1975
808,Minifig Headwear,1976,1,1970,1975
809,Minifig Headwear,1977,4,1970,1975
810,Minifig Headwear,1978,1,1970,1975
811,Minifig Headwear,1979,3,1970,1975
812,Minifig Headwear,1984,2,1980,1980
813,Minifig Headwear,1985,5,1980,1985
814,Minifig Headwear,1986,4,1980,1985
815,Minifig Headwear,1987,1,1980,1985
816,Minifig Headwear,1989,3,1980,1985
817,Minifig Headwear,1990,3,1990,1990
818,Minifig Headwear,1991,1,1990,1990
819,Minifig Headwear,1993,6,1990,1990
820,Minifig Headwear,1994,3,1990,1990
821,Minifig Headwear,1995,3,1990,1995
822,Minifig Headwear,1996,3,1990,1995
823,Minifig Headwear,1997,8,1990,1995
824,Minifig Headwear,1998,12,1990,1995
825,Minifig Headwear,1999,2,1990,1995
826,Minifig Headwear,2000,1,2000,2000
827,Minifig Headwear,2001,1,2000,2000
828,Minifig Headwear,2002,15,2000,2000
829,Minifig Headwear,2003,11,2000,2000
830,Minifig Headwear,2004,2,2000,2000
831,Minifig Headwear,2005,1,2000,2005
832,Minifig Headwear,2007,4,2000,2005
833,Minifig Headwear,2008,3,2000,2005
834,Minifig Headwear,2009,6,2000,2005
835,Minifig Headwear,2010,6,2010,2010
836,Minifig Headwear,2011,9,2010,2010
837,Minifig Headwear,2012,12,2010,2010
838,Minifig Headwear,2013,12,2010,2010
839,Minifig Headwear,2014,6,2010,2010
840,Minifig Headwear,2015,14,2010,2015
841,Minifig Headwear,2016,20,2010,2015
842,Minifig Headwear,2017,18,2010,2015
843,Minifig Headwear,2018,23,2010,2015
844,Minifig Headwear,2019,31,2010,2015
845,Minifig Headwear,2020,19,2020,2020
846,Minifig Headwear,2021,30,2020,2020
847,Minifig Headwear,2022,54,2020,2020
848,Minifig Headwear,2023,24,2020,2020
849,Minifig Lower Body,1975,1,1970,1975
850,Minifig Lower Body,1984,4,1980,1980
851,Minifig Lower Body,1991,2,1990,1990
852,Minifig Lower Body,1995,1,1990,1995
853,Minifig Lower Body,1996,1,1990,1995
854,Minifig Lower Body,1997,1,1990,1995
855,Minifig Lower Body,2004,4,2000,2000
856,Minifig Lower Body,2006,2,2000,2005
857,Minifig Lower Body,2008,1,2000,2005
858,Minifig Lower Body,2010,2,2010,2010
859,Minifig Lower Body,2011,1,2010,2010
860,Minifig Lower Body,2012,2,2010,2010
861,Minifig Lower Body,2014,1,2010,2010
862,Minifig Lower Body,2015,2,2010,2015
863,Minifig Lower Body,2016,2,2010,2015
864,Minifig Lower Body,2017,1,2010,2015
865,Minifig Lower Body,2018,2,2010,2015
866,Minifig Lower Body,2019,12,2010,2015
867,Minifig Lower Body,2020,8,2020,2020
868,Minifig Lower Body,2021,7,2020,2020
869,Minifig Lower Body,2022,22,2020,2020
870,Minifig Lower Body,2023,4,2020,2020
871,Minifig Upper Body,1975,1,1970,1975
872,Minifig Upper Body,1984,4,1980,1980
873,Minifig Upper Body,1989,1,1980,1985
874,Minifig Upper Body,1991,12,1990,1990
875,Minifig Upper Body,1993,1,1990,1990
876,Minifig Upper Body,1995,4,1990,1995
877,Minifig Upper Body,1996,8,1990,1995
878,Minifig Upper Body,1997,5,1990,1995
879,Minifig Upper Body,1998,2,1990,1995
880,Minifig Upper Body,1999,2,1990,1995
881,Minifig Upper Body,2000,1,2000,2000
882,Minifig Upper Body,2002,2,2000,2000
883,Minifig Upper Body,2004,6,2000,2000
884,Minifig Upper Body,2005,1,2000,2005
885,Minifig Upper Body,2006,1,2000,2005
886,Minifig Upper Body,2007,2,2000,2005
887,Minifig Upper Body,2008,1,2000,2005
888,Minifig Upper Body,2009,2,2000,2005
889,Minifig Upper Body,2010,18,2010,2010
890,Minifig Upper Body,2011,8,2010,2010
891,Minifig Upper Body,2012,10,2010,2010
892,Minifig Upper Body,2013,1,2010,2010
893,Minifig Upper Body,2015,5,2010,2015
894,Minifig Upper Body,2016,7,2010,2015
895,Minifig Upper Body,2017,6,2010,2015
896,Minifig Upper Body,2018,11,2010,2015
897,Minifig Upper Body,2019,14,2010,2015
898,Minifig Upper Body,2020,10,2020,2020
899,Minifig Upper Body,2021,28,2020,2020
900,Minifig Upper Body,2022,58,2020,2020
901,Minifig Upper Body,2023,18,2020,2020
902,Minifigs,1981,2,1980,1980
903,Minifigs,1986,6,1980,1985
904,Minifigs,1988,1,1980,1985
905,Minifigs,1995,3,1990,1995
906,Minifigs,1997,1,1990,1995
907,Minifigs,1998,3,1990,1995
908,Minifigs,1999,2,1990,1995
909,Minifigs,2001,25,2000,2000
910,Minifigs,2002,11,2000,2000
911,Minifigs,2003,8,2000,2000
912,Minifigs,2004,16,2000,2000
913,Minifigs,2005,6,2000,2005
914,Minifigs,2006,8,2000,2005
915,Minifigs,2009,18,2000,2005
916,Minifigs,2010,28,2010,2010
917,Minifigs,2011,29,2010,2010
918,Minifigs,2012,26,2010,2010
919,Minifigs,2013,24,2010,2010
920,Minifigs,2014,1,2010,2010
921,Minifigs,2015,5,2010,2015
922,Minifigs,2016,18,2010,2015
923,Minifigs,2017,4,2010,2015
924,Minifigs,2018,31,2010,2015
925,Minifigs,2019,7,2010,2015
926,Minifigs,2020,2,2020,2020
927,Minifigs,2021,2,2020,2020
928,Minifigs,2022,4,2020,2020
929,Minifigs,2023,3,2020,2020
930,Modulex,1963,105,1960,1960
931,"Non-Buildable Figures (Duplo, Fabuland, etc)",1979,15,1970,1975
932,"Non-Buildable Figures (Duplo, Fabuland, etc)",1980,6,1980,1980
933,"Non-Buildable Figures (Duplo, Fabuland, etc)",1981,6,1980,1980
934,"Non-Buildable Figures (Duplo, Fabuland, etc)",1982,19,1980,1980
935,"Non-Buildable Figures (Duplo, Fabuland, etc)",1983,4,1980,1980
936,"Non-Buildable Figures (Duplo, Fabuland, etc)",1984,9,1980,1980
937,"Non-Buildable Figures (Duplo, Fabuland, etc)",1985,20,1980,1985
938,"Non-Buildable Figures (Duplo, Fabuland, etc)",1986,36,1980,1985
939,"Non-Buildable Figures (Duplo, Fabuland, etc)",1987,8,1980,1985
940,"Non-Buildable Figures (Duplo, Fabuland, etc)",1988,16,1980,1985
941,"Non-Buildable Figures (Duplo, Fabuland, etc)",1989,23,1980,1985
942,"Non-Buildable Figures (Duplo, Fabuland, etc)",1990,1,1990,1990
943,"Non-Buildable Figures (Duplo, Fabuland, etc)",1991,17,1990,1990
944,"Non-Buildable Figures (Duplo, Fabuland, etc)",1992,22,1990,1990
945,"Non-Buildable Figures (Duplo, Fabuland, etc)",1993,7,1990,1990
946,"Non-Buildable Figures (Duplo, Fabuland, etc)",1994,49,1990,1990
947,"Non-Buildable Figures (Duplo, Fabuland, etc)",1995,38,1990,1995
948,"Non-Buildable Figures (Duplo, Fabuland, etc)",1996,5,1990,1995
949,"Non-Buildable Figures (Duplo, Fabuland, etc)",1997,35,1990,1995
950,"Non-Buildable Figures (Duplo, Fabuland, etc)",1998,39,1990,1995
951,"Non-Buildable Figures (Duplo, Fabuland, etc)",1999,28,1990,1995
952,"Non-Buildable Figures (Duplo, Fabuland, etc)",2000,19,2000,2000
953,"Non-Buildable Figures (Duplo, Fabuland, etc)",2001,18,2000,2000
954,"Non-Buildable Figures (Duplo, Fabuland, etc)",2002,21,2000,2000
955,"Non-Buildable Figures (Duplo, Fabuland, etc)",2003,17,2000,2000
956,"Non-Buildable Figures (Duplo, Fabuland, etc)",2004,25,2000,2000
957,"Non-Buildable Figures (Duplo, Fabuland, etc)",2005,26,2000,2005
958,"Non-Buildable Figures (Duplo, Fabuland, etc)",2006,15,2000,2005
959,"Non-Buildable Figures (Duplo, Fabuland, etc)",2007,24,2000,2005
960,"Non-Buildable Figures (Duplo, Fabuland, etc)",2008,10,2000,2005
961,"Non-Buildable Figures (Duplo, Fabuland, etc)",2010,10,2010,2010
962,"Non-Buildable Figures (Duplo, Fabuland, etc)",2012,8,2010,2010
963,"Non-Buildable Figures (Duplo, Fabuland, etc)",2013,7,2010,2010
964,"Non-Buildable Figures (Duplo, Fabuland, etc)",2014,5,2010,2010
965,"Non-Buildable Figures (Duplo, Fabuland, etc)",2015,24,2010,2015
966,"Non-Buildable Figures (Duplo, Fabuland, etc)",2017,23,2010,2015
967,"Non-Buildable Figures (Duplo, Fabuland, etc)",2018,4,2010,2015
968,"Non-Buildable Figures (Duplo, Fabuland, etc)",2019,3,2010,2015
969,"Non-Buildable Figures (Duplo, Fabuland, etc)",2020,24,2020,2020
970,"Non-Buildable Figures (Duplo, Fabuland, etc)",2021,11,2020,2020
971,"Non-Buildable Figures (Duplo, Fabuland, etc)",2022,5,2020,2020
972,"Non-Buildable Figures (Duplo, Fabuland, etc)",2023,24,2020,2020
973,Non-LEGO,1957,1,1950,1955
974,Non-LEGO,1959,1,1950,1955
975,Non-LEGO,1960,1,1960,1960
976,Non-LEGO,1962,2,1960,1960
977,Non-LEGO,1965,1,1960,1965
978,Non-LEGO,1970,1,1970,1970
979,Non-LEGO,1972,3,1970,1970
980,Non-LEGO,1973,2,1970,1970
981,Non-LEGO,1975,2,1970,1975
982,Non-LEGO,1976,1,1970,1975
983,Non-LEGO,1977,1,1970,1975
984,Non-LEGO,1978,1,1970,1975
985,Non-LEGO,1980,2,1980,1980
986,Non-LEGO,1981,2,1980,1980
987,Non-LEGO,1982,2,1980,1980
988,Non-LEGO,1983,22,1980,1980
989,Non-LEGO,1985,46,1980,1985
990,Non-LEGO,1986,7,1980,1985
991,Non-LEGO,1987,11,1980,1985
992,Non-LEGO,1988,18,1980,1985
993,Non-LEGO,1989,9,1980,1985
994,Non-LEGO,1990,117,1990,1990
995,Non-LEGO,1991,15,1990,1990
996,Non-LEGO,1992,15,1990,1990
997,Non-LEGO,1993,25,1990,1990
998,Non-LEGO,1994,40,1990,1990
999,Non-LEGO,1995,25,1990,1995
1000,Non-LEGO,1996,3,1990,1995
1001,Non-LEGO,1997,81,1990,1995
1002,Non-LEGO,1998,47,1990,1995
1003,Non-LEGO,1999,23,1990,1995
1004,Non-LEGO,2000,72,2000,2000
1005,Non-LEGO,2001,332,2000,2000
1006,Non-LEGO,2002,30,2000,2000
1007,Non-LEGO,2003,187,2000,2000
1008,Non-LEGO,2004,99,2000,2000
1009,Non-LEGO,2005,71,2000,2005
1010,Non-LEGO,2006,18,2000,2005
1011,Non-LEGO,2007,3,2000,2005
1012,Non-LEGO,2008,16,2000,2005
1013,Non-LEGO,2009,12,2000,2005
1014,Non-LEGO,2010,8,2010,2010
1015,Non-LEGO,2011,136,2010,2010
1016,Non-LEGO,2012,145,2010,2010
1017,Non-LEGO,2013,135,2010,2010
1018,Non-LEGO,2014,92,2010,2010
1019,Non-LEGO,2015,21,2010,2015
1020,Non-LEGO,2016,257,2010,2015
1021,Non-LEGO,2017,270,2010,2015
1022,Non-LEGO,2018,14,2010,2015
1023,Non-LEGO,2019,4,2010,2015
1024,Non-LEGO,2020,32,2020,2020
1025,Non-LEGO,2021,10,2020,2020
1026,Other,2002,1,2000,2000
1027,Other,2016,1,2010,2015
1028,Other,2021,1,2020,2020
1029,Other,2022,5,2020,2020
1030,Other,2023,9,2020,2020
1031,Panels,1978,1,1970,1975
1032,Panels,1980,1,1980,1980
1033,Panels,1981,3,1980,1980
1034,Panels,1984,4,1980,1980
1035,Panels,1985,8,1980,1985
1036,Panels,1986,10,1980,1985
1037,Panels,1987,11,1980,1985
1038,Panels,1988,9,1980,1985
1039,Panels,1989,11,1980,1985
1040,Panels,1990,8,1990,1990
1041,Panels,1991,2,1990,1990
1042,Panels,1992,4,1990,1990
1043,Panels,1993,7,1990,1990
1044,Panels,1994,6,1990,1990
1045,Panels,1995,4,1990,1995
1046,Panels,1996,3,1990,1995
1047,Panels,1997,8,1990,1995
1048,Panels,1998,16,1990,1995
1049,Panels,1999,5,1990,1995
1050,Panels,2000,7,2000,2000
1051,Panels,2001,10,2000,2000
1052,Panels,2002,4,2000,2000
1053,Panels,2003,2,2000,2000
1054,Panels,2004,4,2000,2000
1055,Panels,2005,3,2000,2005
1056,Panels,2006,1,2000,2005
1057,Panels,2007,1,2000,2005
1058,Panels,2008,3,2000,2005
1059,Panels,2009,1,2000,2005
1060,Panels,2010,3,2010,2010
1061,Panels,2011,2,2010,2010
1062,Panels,2012,4,2010,2010
1063,Panels,2013,2,2010,2010
1064,Panels,2014,11,2010,2010
1065,Panels,2015,4,2010,2015
1066,Panels,2016,17,2010,2015
1067,Panels,2017,20,2010,2015
1068,Panels,2018,13,2010,2015
1069,Panels,2019,18,2010,2015
1070,Panels,2020,19,2020,2020
1071,Panels,2021,28,2020,2020
1072,Panels,2022,11,2020,2020
1073,Panels,2023,12,2020,2020
1074,Plants and Animals,1955,6,1950,1955
1075,Plants and Animals,1957,2,1950,1955
1076,Plants and Animals,1958,5,1950,1955
1077,Plants and Animals,1964,3,1960,1960
1078,Plants and Animals,1966,5,1960,1965
1079,Plants and Animals,1967,2,1960,1965
1080,Plants and Animals,1970,1,1970,1970
1081,Plants and Animals,1971,2,1970,1970
1082,Plants and Animals,1972,1,1970,1970
1083,Plants and Animals,1976,2,1970,1975
1084,Plants and Animals,1978,1,1970,1975
1085,Plants and Animals,1979,2,1970,1975
1086,Plants and Animals,1984,4,1980,1980
1087,Plants and Animals,1985,2,1980,1985
1088,Plants and Animals,1986,2,1980,1985
1089,Plants and Animals,1987,4,1980,1985
1090,Plants and Animals,1988,3,1980,1985
1091,Plants and Animals,1989,11,1980,1985
1092,Plants and Animals,1990,2,1990,1990
1093,Plants and Animals,1992,2,1990,1990
1094,Plants and Animals,1993,7,1990,1990
1095,Plants and Animals,1994,6,1990,1990
1096,Plants and Animals,1995,11,1990,1995
1097,Plants and Animals,1996,2,1990,1995
1098,Plants and Animals,1997,11,1990,1995
1099,Plants and Animals,1998,9,1990,1995
1100,Plants and Animals,1999,12,1990,1995
1101,Plants and Animals,2000,17,2000,2000
1102,Plants and Animals,2001,40,2000,2000
1103,Plants and Animals,2002,7,2000,2000
1104,Plants and Animals,2003,10,2000,2000
1105,Plants and Animals,2004,9,2000,2000
1106,Plants and Animals,2005,27,2000,2005
1107,Plants and Animals,2006,5,2000,2005
1108,Plants and Animals,2007,25,2000,2005
1109,Plants and Animals,2008,12,2000,2005
1110,Plants and Animals,2009,12,2000,2005
1111,Plants and Animals,2010,22,2010,2010
1112,Plants and Animals,2011,15,2010,2010
1113,Plants and Animals,2012,76,2010,2010
1114,Plants and Animals,2013,52,2010,2010
1115,Plants and Animals,2014,47,2010,2010
1116,Plants and Animals,2015,82,2010,2015
1117,Plants and Animals,2016,57,2010,2015
1118,Plants and Animals,2017,46,2010,2015
1119,Plants and Animals,2018,116,2010,2015
1120,Plants and Animals,2019,81,2010,2015
1121,Plants and Animals,2020,107,2020,2020
1122,Plants and Animals,2021,112,2020,2020
1123,Plants and Animals,2022,138,2020,2020
1124,Plants and Animals,2023,101,2020,2020
1125,Plates,1954,1,1950,1950
1126,Plates,1955,2,1950,1955
1127,Plates,1956,3,1950,1955
1128,Plates,1957,1,1950,1955
1129,Plates,1959,1,1950,1955
1130,Plates,1961,2,1960,1960
1131,Plates,1962,7,1960,1960
1132,Plates,1966,3,1960,1965
1133,Plates,1967,1,1960,1965
1134,Plates,1969,1,1960,1965
1135,Plates,1971,2,1970,1970
1136,Plates,1972,2,1970,1970
1137,Plates,1977,3,1970,1975
1138,Plates,1978,2,1970,1975
1139,Plates,1979,1,1970,1975
1140,Plates,1983,1,1980,1980
1141,Plates,1984,1,1980,1980
1142,Plates,1987,1,1980,1985
1143,Plates,1988,1,1980,1985
1144,Plates,1991,1,1990,1990
1145,Plates,2001,1,2000,2000
1146,Plates,2008,1,2000,2005
1147,Plates,2011,2,2010,2010
1148,Plates,2012,4,2010,2010
1149,Plates,2013,4,2010,2010
1150,Plates,2014,3,2010,2010
1151,Plates,2015,1,2010,2015
1152,Plates,2016,2,2010,2015
1153,Plates,2017,3,2010,2015
1154,Plates,2018,10,2010,2015
1155,Plates,2019,4,2010,2015
1156,Plates,2020,5,2020,2020
1157,Plates,2021,5,2020,2020
1158,Plates,2022,8,2020,2020
1159,Plates,2023,7,2020,2020
1160,Plates Angled,1972,2,1970,1970
1161,Plates Angled,1974,1,1970,1970
1162,Plates Angled,1979,4,1970,1975
1163,Plates Angled,1983,1,1980,1980
1164,Plates Angled,1985,1,1980,1985
1165,Plates Angled,1987,3,1980,1985
1166,Plates Angled,1988,1,1980,1985
1167,Plates Angled,1990,2,1990,1990
1168,Plates Angled,1991,2,1990,1990
1169,Plates Angled,1992,1,1990,1990
1170,Plates Angled,1995,2,1990,1995
1171,Plates Angled,1996,1,1990,1995
1172,Plates Angled,1997,4,1990,1995
1173,Plates Angled,1999,3,1990,1995
1174,Plates Angled,2001,4,2000,2000
1175,Plates Angled,2002,2,2000,2000
1176,Plates Angled,2003,2,2000,2000
1177,Plates Angled,2004,7,2000,2000
1178,Plates Angled,2005,1,2000,2005
1179,Plates Angled,2006,3,2000,2005
1180,Plates Angled,2008,1,2000,2005
1181,Plates Angled,2011,1,2010,2010
1182,Plates Angled,2012,1,2010,2010
1183,Plates Angled,2013,1,2010,2010
1184,Plates Angled,2016,2,2010,2015
1185,Plates Angled,2017,1,2010,2015
1186,Plates Angled,2019,5,2010,2015
1187,Plates Angled,2020,6,2020,2020
1188,Plates Angled,2021,2,2020,2020
1189,Plates Angled,2022,3,2020,2020
1190,Plates Angled,2023,6,2020,2020
1191,Plates Round Curved and Dishes,1955,2,1950,1955
1192,Plates Round Curved and Dishes,1956,1,1950,1955
1193,Plates Round Curved and Dishes,1979,2,1970,1975
1194,Plates Round Curved and Dishes,1980,3,1980,1980
1195,Plates Round Curved and Dishes,1982,2,1980,1980
1196,Plates Round Curved and Dishes,1985,1,1980,1985
1197,Plates Round Curved and Dishes,1988,1,1980,1985
1198,Plates Round Curved and Dishes,1991,1,1990,1990
1199,Plates Round Curved and Dishes,1992,2,1990,1990
1200,Plates Round Curved and Dishes,1993,2,1990,1990
1201,Plates Round Curved and Dishes,1994,2,1990,1990
1202,Plates Round Curved and Dishes,1995,1,1990,1995
1203,Plates Round Curved and Dishes,1996,1,1990,1995
1204,Plates Round Curved and Dishes,1997,3,1990,1995
1205,Plates Round Curved and Dishes,1998,1,1990,1995
1206,Plates Round Curved and Dishes,1999,1,1990,1995
1207,Plates Round Curved and Dishes,2000,2,2000,2000
1208,Plates Round Curved and Dishes,2001,3,2000,2000
1209,Plates Round Curved and Dishes,2002,3,2000,2000
1210,Plates Round Curved and Dishes,2003,8,2000,2000
1211,Plates Round Curved and Dishes,2004,6,2000,2000
1212,Plates Round Curved and Dishes,2005,8,2000,2005
1213,Plates Round Curved and Dishes,2006,4,2000,2005
1214,Plates Round Curved and Dishes,2007,3,2000,2005
1215,Plates Round Curved and Dishes,2008,3,2000,2005
1216,Plates Round Curved and Dishes,2009,4,2000,2005
1217,Plates Round Curved and Dishes,2010,2,2010,2010
