,set_num,name,year,theme_id,num_parts,img_url,id,has_parent_id,parent_id,parent_id_name,theme_name,count,cat1,cat2,cat3,brandname,studio,5year,decade
0,1076-1,Advent Calendar 1999,1999,207,229.0,https://cdn.rebrickable.com/media/sets/1076-1.jpg,207,1,0,Seasonal,Advent,1,main,Seasonal,Advent,subset,notgiven,1995,1990
1,2250-1,Advent Calendar 2000,2000,207,241.0,https://cdn.rebrickable.com/media/sets/2250-1.jpg,207,1,0,Seasonal,Advent,1,main,Seasonal,Advent,subset,notgiven,2000,2000
2,40222-1,24-in-1 Holiday Countdown,2016,207,250.0,https://cdn.rebrickable.com/media/sets/40222-1.jpg,207,1,0,Seasonal,Advent,1,main,Seasonal,Advent,subset,notgiven,2015,2010
3,40253-1,Christmas Build-Up,2017,207,254.0,https://cdn.rebrickable.com/media/sets/40253-1.jpg,207,1,0,Seasonal,Advent,1,main,Seasonal,Advent,subset,notgiven,2015,2010
4,76196-1,Marvel The Avengers Advent Calendar 2021,2021,207,325.0,https://cdn.rebrickable.com/media/sets/76196-1.jpg,207,1,0,Seasonal,Advent,1,main,Seasonal,Advent,subset,notgiven,2020,2020
5,76231-1,Guardians of the Galaxy Advent Calendar 2022,2022,207,271.0,https://cdn.rebrickable.com/media/sets/76231-1.jpg,207,1,0,Seasonal,Advent,1,main,Seasonal,Advent,subset,notgiven,2020,2020
6,10068-1,Santa Claus,2002,227,39.0,https://cdn.rebrickable.com/media/sets/10068-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2000,2000
7,10069-1,Christmas Tree,2002,227,33.0,https://cdn.rebrickable.com/media/sets/10069-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2000,2000
8,10070-1,Reindeer,2002,227,26.0,https://cdn.rebrickable.com/media/sets/10070-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2000,2000
9,10079-1,Snowman,2003,227,42.0,https://cdn.rebrickable.com/media/sets/10079-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2000,2000
10,10080-1,Angel,2003,227,33.0,https://cdn.rebrickable.com/media/sets/10080-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2000,2000
11,10106-1,Snowflake,2006,227,107.0,https://cdn.rebrickable.com/media/sets/10106-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2005,2000
12,10165-1,Elf Boy,2004,227,27.0,https://cdn.rebrickable.com/media/sets/10165-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2000,2000
13,10166-1,Elf Girl,2004,227,31.0,https://cdn.rebrickable.com/media/sets/10166-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2000,2000
14,10199-1,Winter Toy Shop,2009,227,815.0,https://cdn.rebrickable.com/media/sets/10199-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2005,2000
15,10216-1,Winter Village Bakery,2010,227,687.0,https://cdn.rebrickable.com/media/sets/10216-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
16,10222-1,Winter Village Post Office,2011,227,822.0,https://cdn.rebrickable.com/media/sets/10222-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
17,10229-1,Winter Village Cottage,2012,227,1492.0,https://cdn.rebrickable.com/media/sets/10229-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
18,10275-1,Elf Club House,2020,227,1197.0,https://cdn.rebrickable.com/media/sets/10275-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2020,2020
19,10293-1,Santa's Visit,2021,227,1445.0,https://cdn.rebrickable.com/media/sets/10293-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2020,2020
20,10308-1,Holiday Main Street,2022,227,1516.0,https://cdn.rebrickable.com/media/sets/10308-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2020,2020
21,1127-1,Santa,1999,227,39.0,https://cdn.rebrickable.com/media/sets/1127-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,1995,1990
22,1128-1,Santa on Skis,1999,227,21.0,https://cdn.rebrickable.com/media/sets/1128-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,1995,1990
23,1129-2,Santa on Reindeer,1999,227,34.0,https://cdn.rebrickable.com/media/sets/1129-2.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,1995,1990
24,1177-1,Santa In Truck with Polar Bear,2000,227,27.0,https://cdn.rebrickable.com/media/sets/1177-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2000,2000
25,1549-1,Santa and Chimney,1992,227,62.0,https://cdn.rebrickable.com/media/sets/1549-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,1990,1990
26,1555-1,Santa Claus,1986,227,19.0,https://cdn.rebrickable.com/media/sets/1555-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,1985,1980
27,1556-1,Christmas Hearts,1986,227,10.0,https://cdn.rebrickable.com/media/sets/1556-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,1985,1980
28,1625-1,Snowman,1989,227,40.0,https://cdn.rebrickable.com/media/sets/1625-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,1985,1980
29,1626-1,Angel,1989,227,33.0,https://cdn.rebrickable.com/media/sets/1626-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,1985,1980
30,1627-1,Santa,1989,227,36.0,https://cdn.rebrickable.com/media/sets/1627-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,1985,1980
31,1628-1,Santa on Sleigh with Reindeer,1989,227,63.0,https://cdn.rebrickable.com/media/sets/1628-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,1985,1980
32,1807-1,Santa Claus and Sleigh,1995,227,17.0,https://cdn.rebrickable.com/media/sets/1807-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,1995,1990
33,1978-1,Build-A-Santa,1991,227,39.0,https://cdn.rebrickable.com/media/sets/1978-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,1990,1990
34,1979-1,Snowman,1991,227,42.0,https://cdn.rebrickable.com/media/sets/1979-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,1990,1990
35,1980-1,Santa's Elves,1991,227,30.0,https://cdn.rebrickable.com/media/sets/1980-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,1990,1990
36,245-2,Two Santas and Tree,1978,227,39.0,https://cdn.rebrickable.com/media/sets/245-2.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,1975,1970
37,246-2,Santa with Sleigh and Reindeer,1977,227,68.0,https://cdn.rebrickable.com/media/sets/246-2.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,1975,1970
38,2873-1,Small Santa Claus,1997,227,9.0,https://cdn.rebrickable.com/media/sets/2873-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,1995,1990
39,2874-1,Christmas Set,1997,227,10.0,https://cdn.rebrickable.com/media/sets/2874-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,1995,1990
40,2876-1,Christmas Set,1997,227,9.0,https://cdn.rebrickable.com/media/sets/2876-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,1995,1990
41,2878-1,Santa Claus,1997,227,16.0,https://cdn.rebrickable.com/media/sets/2878-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,1995,1990
42,2878-2,Santa Claus Mos Burger Gift Box 1- Hawaiian Shirt Santa,2001,227,1.0,https://cdn.rebrickable.com/media/sets/2878-2.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2000,2000
43,2878-3,Santa Claus Mos Burger Gift Box 2 - Tuxedo Santa,2001,227,1.0,https://cdn.rebrickable.com/media/sets/2878-3.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2000,2000
44,2878-4,Santa Claus Mos Burger Gift Box 3 - Soccer Santa,2001,227,1.0,https://cdn.rebrickable.com/media/sets/2878-4.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2000,2000
45,2878-5,Santa Claus Mos Burger Gift Box 2 - King and Queen Santa,2001,227,1.0,https://cdn.rebrickable.com/media/sets/2878-5.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2000,2000
46,30008-1,Snowman,2009,227,44.0,https://cdn.rebrickable.com/media/sets/30008-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2005,2000
47,30009-1,Christmas Tree,2009,227,47.0,https://cdn.rebrickable.com/media/sets/30009-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2005,2000
48,30028-1,Wreath,2011,227,50.0,https://cdn.rebrickable.com/media/sets/30028-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
49,30286-1,Christmas Tree,2015,227,65.0,https://cdn.rebrickable.com/media/sets/30286-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
50,30474-1,Reindeer,2016,227,77.0,https://cdn.rebrickable.com/media/sets/30474-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
51,3300002-1,Holiday Set 2 of 2,2011,227,117.0,https://cdn.rebrickable.com/media/sets/3300002-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
52,3300014-1,Holiday Set,2012,227,109.0,https://cdn.rebrickable.com/media/sets/3300014-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
53,3300020-1,Holiday Set 1 of 2,2011,227,98.0,https://cdn.rebrickable.com/media/sets/3300020-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
54,40000-1,Santa Claus in the Snow,2009,227,159.0,https://cdn.rebrickable.com/media/sets/40000-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2005,2000
55,40001-1,Santa Claus,2009,227,42.0,https://cdn.rebrickable.com/media/sets/40001-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2005,2000
56,40002-1,Christmas Tree,2009,227,61.0,https://cdn.rebrickable.com/media/sets/40002-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2005,2000
57,40003-1,Snowman,2009,227,44.0,https://cdn.rebrickable.com/media/sets/40003-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2005,2000
58,40008-1,Snowman,2010,227,64.0,https://cdn.rebrickable.com/media/sets/40008-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
59,40009-1,Holiday Building Set,2010,227,85.0,https://cdn.rebrickable.com/media/sets/40009-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
60,40010-1,Santa with Sleigh,2010,227,71.0,https://cdn.rebrickable.com/media/sets/40010-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
61,40022-1,Mini Santa Set,2011,227,72.0,https://cdn.rebrickable.com/media/sets/40022-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
62,40023-1,Holiday Stocking,2011,227,76.0,https://cdn.rebrickable.com/media/sets/40023-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
63,40024-1,Christmas Tree,2011,227,77.0,https://cdn.rebrickable.com/media/sets/40024-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
64,40034-1,Christmas Train,2012,227,82.0,https://cdn.rebrickable.com/media/sets/40034-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
65,40035-1,Rocking Horse,2012,227,49.0,https://cdn.rebrickable.com/media/sets/40035-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
66,40059-1,Santa's Sleigh,2013,227,77.0,https://cdn.rebrickable.com/media/sets/40059-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
67,40092-1,Reindeer,2014,227,139.0,https://cdn.rebrickable.com/media/sets/40092-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
68,40093-1,Snowman,2014,227,140.0,https://cdn.rebrickable.com/media/sets/40093-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
69,40106-1,Toy Workshop,2014,227,115.0,https://cdn.rebrickable.com/media/sets/40106-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
70,40124-1,Winter Fun,2015,227,107.0,https://cdn.rebrickable.com/media/sets/40124-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
71,40125-1,Santa's Visit,2015,227,167.0,https://cdn.rebrickable.com/media/sets/40125-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
72,40138-1,Christmas Train,2015,227,233.0,https://cdn.rebrickable.com/media/sets/40138-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
73,40139-1,Gingerbread House,2015,227,277.0,https://cdn.rebrickable.com/media/sets/40139-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
74,40205-1,Elves' Workshop,2016,227,238.0,https://cdn.rebrickable.com/media/sets/40205-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
75,40206-1,Santa,2016,227,155.0,https://cdn.rebrickable.com/media/sets/40206-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
76,40223-1,Snowglobe,2016,227,215.0,https://cdn.rebrickable.com/media/sets/40223-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
77,40254-1,Nutcracker,2017,227,230.0,https://cdn.rebrickable.com/media/sets/40254-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
78,40262-1,Christmas Train Ride,2017,227,169.0,https://cdn.rebrickable.com/media/sets/40262-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
79,40263-1,Christmas Town Square,2017,227,179.0,https://cdn.rebrickable.com/media/sets/40263-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
80,40292-1,Christmas Gift Box,2018,227,301.0,https://cdn.rebrickable.com/media/sets/40292-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
81,40293-1,Christmas Carousel,2018,227,251.0,https://cdn.rebrickable.com/media/sets/40293-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
82,40338-1,Christmas Tree,2019,227,392.0,https://cdn.rebrickable.com/media/sets/40338-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
83,40410-1,Charles Dickens Tribute,2020,227,333.0,https://cdn.rebrickable.com/media/sets/40410-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2020,2020
84,40416-1,Ice Skating Rink,2020,227,304.0,https://cdn.rebrickable.com/media/sets/40416-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2020,2020
85,40426-1,Christmas Wreath 2-in-1,2020,227,510.0,https://cdn.rebrickable.com/media/sets/40426-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2020,2020
86,40484-1,Santa's Front Yard,2021,227,317.0,https://cdn.rebrickable.com/media/sets/40484-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2020,2020
87,40489-1,Mr. and Mrs. Claus' Living Room,2021,227,340.0,https://cdn.rebrickable.com/media/sets/40489-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2020,2020
88,40494-1,Polar Bear & Gift Pack,2021,227,142.0,https://cdn.rebrickable.com/media/sets/40494-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2020,2020
89,40498-1,Christmas Penguin,2021,227,244.0,https://cdn.rebrickable.com/media/sets/40498-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2020,2020
90,40499-1,Santa's Sleigh,2021,227,343.0,https://cdn.rebrickable.com/media/sets/40499-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2020,2020
91,40565-1,Santa's Workshop,2022,227,329.0,https://cdn.rebrickable.com/media/sets/40565-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2020,2020
92,40571-1,Wintertime Polar Bears,2022,227,312.0,https://cdn.rebrickable.com/media/sets/40571-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2020,2020
93,40572-1,Penguin & Snowflake,2022,227,139.0,https://cdn.rebrickable.com/media/sets/40572-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2020,2020
94,40573-1,Christmas Tree,2022,227,784.0,https://cdn.rebrickable.com/media/sets/40573-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2020,2020
95,4169306a-1,Christmas Tree Ornament,2005,227,46.0,https://cdn.rebrickable.com/media/sets/4169306a-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2005,2000
96,4169306b-1,Snowman Ornament,2005,227,36.0,https://cdn.rebrickable.com/media/sets/4169306b-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2005,2000
97,4169306c-1,Santa Claus Ornament,2005,227,36.0,https://cdn.rebrickable.com/media/sets/4169306c-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2005,2000
98,4499565-1,Santa Magnet Set,2006,227,17.0,https://cdn.rebrickable.com/media/sets/4499565-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2005,2000
99,4613985-1,Build a Bullseye Target Gift Card Promotional,2010,227,32.0,https://cdn.rebrickable.com/media/sets/4613985-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
100,4659758-1,Build a Bullseye 3 in 1 Target Gift Card Promotional,2011,227,50.0,https://cdn.rebrickable.com/media/sets/4659758-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
101,4660865-1,Target Lego Gift Card 2011 3 in 1 Set,2011,227,51.0,https://cdn.rebrickable.com/media/sets/4660865-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
102,4759-1,Three Christmas Decorations - Santa Tree and Snowman,2004,227,0.0,https://cdn.rebrickable.com/media/sets/4759-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2000,2000
103,5003083-1,Christmas Tree Ornament,2015,227,32.0,https://cdn.rebrickable.com/media/sets/5003083-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
104,5004420-1,Toy Soldier,2016,227,34.0,https://cdn.rebrickable.com/media/sets/5004420-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
105,5004934-1,Christmas Ornament,2017,227,66.0,https://cdn.rebrickable.com/media/sets/5004934-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
106,5005156-1,Gingerbread Man,2016,227,3.0,https://cdn.rebrickable.com/media/sets/5005156-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
107,5005253-1,Reindeer Head,2018,227,28.0,https://cdn.rebrickable.com/media/sets/5005253-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
108,6271101-1,Christmas Heart,2019,227,23.0,https://cdn.rebrickable.com/media/sets/6271101-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
109,6311307-1,Reindeer,2019,227,25.0,https://cdn.rebrickable.com/media/sets/6311307-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
110,6311310-1,Snowman,2019,227,26.0,https://cdn.rebrickable.com/media/sets/6311310-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
111,6311314-1,Santa,2019,227,28.0,https://cdn.rebrickable.com/media/sets/6311314-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
112,6311315-1,Christmas Tree,2019,227,23.0,https://cdn.rebrickable.com/media/sets/6311315-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
113,6313388-1,Gift Box,2019,227,97.0,https://cdn.rebrickable.com/media/sets/6313388-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
114,6349567-1,Christmas Decor,2020,227,67.0,https://cdn.rebrickable.com/media/sets/6349567-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2020,2020
115,6349568-1,Gingerbread House,2020,227,58.0,https://cdn.rebrickable.com/media/sets/6349568-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2020,2020
116,6349569-1,Nutcracker,2020,227,24.0,https://cdn.rebrickable.com/media/sets/6349569-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2020,2020
117,6392262-1,Christmas 4-in-1 Builds,2021,227,60.0,https://cdn.rebrickable.com/media/sets/6392262-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2020,2020
118,6437694-1,Christmas 4-in-1,2022,227,88.0,https://cdn.rebrickable.com/media/sets/6437694-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2020,2020
119,7220-1,Snowman,2004,227,19.0,https://cdn.rebrickable.com/media/sets/7220-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2000,2000
120,850503-1,Christmas Tree Ornament,2012,227,3.0,https://cdn.rebrickable.com/media/sets/850503-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
121,850849-1,Friends Puppy Holiday Bauble,2013,227,29.0,https://cdn.rebrickable.com/media/sets/850849-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
122,850852-1,Reindeer Holiday Bauble,2013,227,21.0,https://cdn.rebrickable.com/media/sets/850852-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
123,850939-1,Santa Set,2014,227,29.0,https://cdn.rebrickable.com/media/sets/850939-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
124,851358-1,Holiday Bauble White Bricks,2015,227,62.0,https://cdn.rebrickable.com/media/sets/851358-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
125,852119-1,Holiday Magnet Set,2007,227,15.0,https://cdn.rebrickable.com/media/sets/852119-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2005,2000
126,852741-1,Build your own Holiday Countdown Candle,2009,227,165.0,https://cdn.rebrickable.com/media/sets/852741-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2005,2000
127,852742-1,Holiday Magnet,2009,227,23.0,https://cdn.rebrickable.com/media/sets/852742-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2005,2000
128,853344-1,Holiday Ornament with Red Bricks,2011,227,32.0,https://cdn.rebrickable.com/media/sets/853344-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
129,853345-1,Holiday Ornament with Gold Bricks,2011,227,42.0,https://cdn.rebrickable.com/media/sets/853345-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
130,853346-1,Holiday Ornament with Green Bricks,2011,227,38.0,https://cdn.rebrickable.com/media/sets/853346-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
131,853353-1,Holiday Scene Magnet,2011,227,48.0,https://cdn.rebrickable.com/media/sets/853353-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2010,2010
132,853574-1,Christmas Ornament Reindeer,2016,227,21.0,https://cdn.rebrickable.com/media/sets/853574-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
133,853670-1,Christmas Ornament Snowman,2017,227,25.0,https://cdn.rebrickable.com/media/sets/853670-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
134,853796-1,Penguin Holiday Ornament,2018,227,37.0,https://cdn.rebrickable.com/media/sets/853796-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
135,853810-1,Train Holiday Ornament,2018,227,50.0,https://cdn.rebrickable.com/media/sets/853810-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
136,853815-1,Gifts Holiday Ornament,2018,227,50.0,https://cdn.rebrickable.com/media/sets/853815-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
137,853907-1,Toy Soldier Ornament,2019,227,43.0,https://cdn.rebrickable.com/media/sets/853907-1.jpg,227,1,0,Seasonal,Christmas,1,main,Seasonal,Christmas,subset,notgiven,2015,2010
